L152,542641.9930,3009509.2510,251.1660
L153,542628.9770,3009560.4610,250.2560
L154,542620.0490,3009594.7110,249.7370
L155,542618.6630,3009603.1690,249.8830
L156,542615.9530,3009609.7840,249.5620
L157,542611.3440,3009627.8500,249.2290
L158,542602.8530,3009660.8090,248.7900
L159,542601.5060,3009662.5220,248.6180
L160,542604.3120,3009665.2630,248.5340
L161,542598.8200,3009672.6920,248.4380
L162,542600.6590,3009671.9180,248.4410
L163,542603.3580,3009671.0860,248.5290
L164,542632.6500,3009670.2290,248.1050
L165,542636.6260,3009671.0060,247.9230
L166,542649.5920,3009672.6510,247.9740
L167,542649.0270,3009661.4540,247.7840
L168,542651.6570,3009661.8790,247.6660
L169,542649.7100,3009657.7760,247.7450
L170,542657.1700,3009619.1920,247.7720
L171,542660.2760,3009617.3640,247.8360
L172,542667.8180,3009618.8800,243.8230
L173,542595.2800,3009684.5180,248.3180
L174,542596.3580,3009685.2630,248.4330
L175,542590.8370,3009704.4460,248.2060
L176,542588.3900,3009711.4400,248.0660
L177,542588.6060,3009715.2560,248.2270
L178,542586.6070,3009719.4780,247.9840
L179,542590.8830,3009723.1250,247.9040
L180,542583.2620,3009732.8840,247.9060
L181,542588.2770,3009731.3620,247.8860
L182,542604.1770,3009734.3580,247.7990
L183,542607.1870,3009726.7350,247.8900
L184,542587.5220,3009719.5020,248.0400
L185,542621.4040,3009738.5910,247.8150
L186,542659.1900,3009746.5530,247.7860
L187,542680.9230,3009742.5780,248.0640
L188,542686.1420,3009743.3810,248.0650
L189,542694.8780,3009753.8770,248.0910
L190,542723.9200,3009759.4060,248.1300
L191,542721.2450,3009758.6660,248.1870
L192,542727.0940,3009762.3570,248.1000
L193,542729.4180,3009767.1090,247.7980
L194,542737.6900,3009769.0890,247.7860
L195,542748.0440,3009762.5930,248.6680
L196,542731.0540,3009752.4500,248.2360
L197,542738.2660,3009753.6680,248.2820
L198,542770.7710,3009755.7430,249.8450
L199,542772.3470,3009751.6790,250.4200
L200,542774.3230,3009773.5350,249.9110
L200,542766.4030,3009772.7850,249.9110
L200,542768.9090,3009763.7020,249.9110
L201,542775.3980,3009764.1280,250.0900
L202,542569.2040,3009716.2070,247.9700
L203,542563.9980,3009717.5460,247.8820
L204,542561.9060,3009725.8070,495.7460
L204,542561.9060,3009725.8070,495.7460
L204,542561.9060,3009725.8070,247.8730
L205,542566.1260,3009727.7700,247.9170
L206,542569.8340,3009710.9440,248.1280
L207,542571.8680,3009707.8340,248.0390
L208,542571.4250,3009704.7790,248.2780
L209,542577.6540,3009680.5180,248.4010
L210,542579.2160,3009679.4570,248.2650
L211,542583.9240,3009656.7290,248.6640
L212,542592.6790,3009623.7070,249.2420
L213,542593.6220,3009622.1670,249.2230
L214,542592.8530,3009620.2890,249.3230
L215,542601.2800,3009589.9370,249.7990
L216,542609.8610,3009559.7340,250.2360
L217,542610.1720,3009556.0760,250.3010
L218,542611.9540,3009550.0470,250.3200
L219,542618.2450,3009524.8730,250.9300
L220,542627.1810,3009490.9370,251.7340
L221,542643.0260,3009503.5710,251.2040
L222,542645.6070,3009496.3140,251.3980
L223,542654.2120,3009464.3580,251.8180
L224,542634.1610,3009466.5930,251.6880
L225,542635.3200,3009459.9880,251.8290
L226,542638.1610,3009452.6580,251.7780
L227,542650.0240,3009428.7350,251.6580
L228,542659.6790,3009419.2780,251.9020
L229,542661.2520,3009418.3060,251.9270
L230,542668.4010,3009415.1990,251.8010
L231,542672.3150,3009413.4720,251.7900
L232,542680.9170,3009411.7670,251.6260
L233,542678.1210,3009408.8540,251.7000
L234,542730.5140,3009416.1440,250.1390
L235,542732.8800,3009413.7090,250.0930
L236,542731.6950,3009425.2760,250.0970
L237,542710.1370,3009423.9800,250.9740
L238,542704.0950,3009422.6990,250.9710
L239,542694.1840,3009424.0730,251.3500
L240,542696.2210,3009423.5980,251.3450
